#   M	    K	    N	     v33
  256	 2816	 1024	0.014518
  256	 2816	 1280	0.014917
  256	 2816	 1536	0.015060
  256	 2816	 1792	0.015217
  256	 2816	 2048	0.014956
  256	 2816	 2304	0.019543
  256	 2816	 2560	0.019414
  256	 2816	 2816	0.019387
  256	 2816	 3072	0.019450
  256	 2816	 3328	0.019452
  256	 2816	 3584	0.019892
  256	 2816	 3840	0.019559
  256	 2816	 4096	0.019868
  512	 2816	  256	0.011586
  512	 2816	  512	0.014489
  512	 2816	  768	0.015132
  512	 2816	 1024	0.015009
  512	 2816	 1280	0.019439
  512	 2816	 1536	0.019592
  512	 2816	 1792	0.020072
  512	 2816	 2048	0.020115
  512	 2816	 2304	0.025825
  512	 2816	 2560	0.025465
  512	 2816	 2816	0.026025
  512	 2816	 3072	0.026559
  512	 2816	 3328	0.030139
  512	 2816	 3584	0.030394
  512	 2816	 3840	0.030538
  512	 2816	 4096	0.030653
  768	 2816	  256	0.014853
  768	 2816	  512	0.015031
  768	 2816	  768	0.019581
  768	 2816	 1024	0.019461
  768	 2816	 1280	0.019665
  768	 2816	 1536	0.025535
  768	 2816	 1792	0.025959
  768	 2816	 2048	0.026748
  768	 2816	 2304	0.028694
  768	 2816	 2560	0.030212
  768	 2816	 2816	0.030342
  768	 2816	 3072	0.038811
  768	 2816	 3328	0.041206
  768	 2816	 3584	0.041691
  768	 2816	 3840	0.041728
  768	 2816	 4096	0.042653
 1024	 2816	  256	0.016442
 1024	 2816	  512	0.015256
 1024	 2816	  768	0.019607
 1024	 2816	 1024	0.019621
 1024	 2816	 1280	0.025703
 1024	 2816	 1536	0.026633
 1024	 2816	 1792	0.029318
 1024	 2816	 2048	0.031431
 1024	 2816	 2304	0.038797
 1024	 2816	 2560	0.039488
 1024	 2816	 2816	0.042782
 1024	 2816	 3072	0.047329
 1024	 2816	 3328	0.050963
 1024	 2816	 3584	0.051393
 1024	 2816	 3840	0.052996
 1024	 2816	 4096	0.054359
 1280	 2816	  256	0.015866
 1280	 2816	  512	0.019569
 1280	 2816	  768	0.020209
 1280	 2816	 1024	0.025695
 1280	 2816	 1280	0.028442
 1280	 2816	 1536	0.030108
 1280	 2816	 1792	0.038964
 1280	 2816	 2048	0.039853
 1280	 2816	 2304	0.041009
 1280	 2816	 2560	0.049994
 1280	 2816	 2816	0.054736
 1280	 2816	 3072	0.054955
 1280	 2816	 3328	0.054923
 1280	 2816	 3584	0.074021
 1280	 2816	 3840	0.073621
 1280	 2816	 4096	0.082373
 1536	 2816	  256	0.015813
 1536	 2816	  512	0.019595
 1536	 2816	  768	0.026119
 1536	 2816	 1024	0.026370
 1536	 2816	 1280	0.030432
 1536	 2816	 1536	0.038813
 1536	 2816	 1792	0.040226
 1536	 2816	 2048	0.042314
 1536	 2816	 2304	0.049688
 1536	 2816	 2560	0.051178
 1536	 2816	 2816	0.059626
 1536	 2816	 3072	0.077485
 1536	 2816	 3328	0.080936
 1536	 2816	 3584	0.084831
 1536	 2816	 3840	0.088468
 1536	 2816	 4096	0.093619
 1792	 2816	  256	0.016345
 1792	 2816	  512	0.019727
 1792	 2816	  768	0.025794
 1792	 2816	 1024	0.030071
 1792	 2816	 1280	0.038253
 1792	 2816	 1536	0.040746
 1792	 2816	 1792	0.041906
 1792	 2816	 2048	0.051332
 1792	 2816	 2304	0.052338
 1792	 2816	 2560	0.072197
 1792	 2816	 2816	0.084382
 1792	 2816	 3072	0.087841
 1792	 2816	 3328	0.090014
 1792	 2816	 3584	0.094213
 1792	 2816	 3840	0.101838
 1792	 2816	 4096	0.107493
 2048	 2816	  256	0.015764
 2048	 2816	  512	0.019841
 2048	 2816	  768	0.027000
 2048	 2816	 1024	0.030927
 2048	 2816	 1280	0.039413
 2048	 2816	 1536	0.041784
 2048	 2816	 1792	0.050902
 2048	 2816	 2048	0.053324
 2048	 2816	 2304	0.072391
 2048	 2816	 2560	0.080517
 2048	 2816	 2816	0.093328
 2048	 2816	 3072	0.094140
 2048	 2816	 3328	0.098493
 2048	 2816	 3584	0.098504
 2048	 2816	 3840	0.100817
 2048	 2816	 4096	0.106024
 2304	 2816	  256	0.020835
 2304	 2816	  512	0.025489
 2304	 2816	  768	0.029972
 2304	 2816	 1024	0.038334
 2304	 2816	 1280	0.042677
 2304	 2816	 1536	0.049252
 2304	 2816	 1792	0.052669
 2304	 2816	 2048	0.072029
 2304	 2816	 2304	0.081279
 2304	 2816	 2560	0.087799
 2304	 2816	 2816	0.106166
 2304	 2816	 3072	0.108191
 2304	 2816	 3328	0.099598
 2304	 2816	 3584	0.107556
 2304	 2816	 3840	0.137817
 2304	 2816	 4096	0.150398
 2560	 2816	  256	0.021222
 2560	 2816	  512	0.025691
 2560	 2816	  768	0.030112
 2560	 2816	 1024	0.038301
 2560	 2816	 1280	0.048627
 2560	 2816	 1536	0.052774
 2560	 2816	 1792	0.071603
 2560	 2816	 2048	0.083616
 2560	 2816	 2304	0.087660
 2560	 2816	 2560	0.111052
 2560	 2816	 2816	0.104191
 2560	 2816	 3072	0.100368
 2560	 2816	 3328	0.101912
 2560	 2816	 3584	0.139847
 2560	 2816	 3840	0.165967
 2560	 2816	 4096	0.156650
 2816	 2816	  256	0.020160
 2816	 2816	  512	0.026288
 2816	 2816	  768	0.031245
 2816	 2816	 1024	0.040135
 2816	 2816	 1280	0.049468
 2816	 2816	 1536	0.055952
 2816	 2816	 1792	0.077992
 2816	 2816	 2048	0.097902
 2816	 2816	 2304	0.097892
 2816	 2816	 2560	0.103717
 2816	 2816	 2816	0.104939
 2816	 2816	 3072	0.103627
 2816	 2816	 3328	0.152419
 2816	 2816	 3584	0.159258
 2816	 2816	 3840	0.156357
 2816	 2816	 4096	0.147057
 3072	 2816	  256	0.020396
 3072	 2816	  512	0.026807
 3072	 2816	  768	0.038744
 3072	 2816	 1024	0.043207
 3072	 2816	 1280	0.052571
 3072	 2816	 1536	0.074462
 3072	 2816	 1792	0.086514
 3072	 2816	 2048	0.097181
 3072	 2816	 2304	0.098683
 3072	 2816	 2560	0.100264
 3072	 2816	 2816	0.104098
 3072	 2816	 3072	0.147733
 3072	 2816	 3328	0.161735
 3072	 2816	 3584	0.147241
 3072	 2816	 3840	0.149182
 3072	 2816	 4096	0.148863
 3328	 2816	  256	0.019897
 3328	 2816	  512	0.029921
 3328	 2816	  768	0.042781
 3328	 2816	 1024	0.054857
 3328	 2816	 1280	0.055666
 3328	 2816	 1536	0.079224
 3328	 2816	 1792	0.089436
 3328	 2816	 2048	0.103227
 3328	 2816	 2304	0.102670
 3328	 2816	 2560	0.104487
 3328	 2816	 2816	0.139961
 3328	 2816	 3072	0.150439
 3328	 2816	 3328	0.150825
 3328	 2816	 3584	0.151936
 3328	 2816	 3840	0.165078
 3328	 2816	 4096	0.215853
 3584	 2816	  256	0.021574
 3584	 2816	  512	0.030263
 3584	 2816	  768	0.040945
 3584	 2816	 1024	0.051039
 3584	 2816	 1280	0.071982
 3584	 2816	 1536	0.084309
 3584	 2816	 1792	0.099554
 3584	 2816	 2048	0.106371
 3584	 2816	 2304	0.101068
 3584	 2816	 2560	0.136867
 3584	 2816	 2816	0.152020
 3584	 2816	 3072	0.157066
 3584	 2816	 3328	0.153176
 3584	 2816	 3584	0.166216
 3584	 2816	 3840	0.207701
 3584	 2816	 4096	0.210563
 3840	 2816	  256	0.021178
 3840	 2816	  512	0.031305
 3840	 2816	  768	0.043132
 3840	 2816	 1024	0.054885
 3840	 2816	 1280	0.078541
 3840	 2816	 1536	0.089574
 3840	 2816	 1792	0.099836
 3840	 2816	 2048	0.105283
 3840	 2816	 2304	0.135514
 3840	 2816	 2560	0.152698
 3840	 2816	 2816	0.162929
 3840	 2816	 3072	0.152966
 3840	 2816	 3328	0.157121
 3840	 2816	 3584	0.208017
 3840	 2816	 3840	0.203889
 3840	 2816	 4096	0.207596
 4096	 2816	  256	0.022066
 4096	 2816	  512	0.031933
 4096	 2816	  768	0.043272
 4096	 2816	 1024	0.052927
 4096	 2816	 1280	0.081472
 4096	 2816	 1536	0.092989
 4096	 2816	 1792	0.100273
 4096	 2816	 2048	0.102574
 4096	 2816	 2304	0.149817
 4096	 2816	 2560	0.158950
 4096	 2816	 2816	0.151317
 4096	 2816	 3072	0.154681
 4096	 2816	 3328	0.203443
 4096	 2816	 3584	0.217254
 4096	 2816	 3840	0.222189
 4096	 2816	 4096	0.200219
  256	 3072	  256	0.012361
  256	 3072	  512	0.012189
  256	 3072	  768	0.015461
  256	 3072	 1024	0.015518
  256	 3072	 1280	0.016041
  256	 3072	 1536	0.016203
  256	 3072	 1792	0.016342
  256	 3072	 2048	0.016059
  256	 3072	 2304	0.020993
  256	 3072	 2560	0.020887
  256	 3072	 2816	0.020957
  256	 3072	 3072	0.020947
  256	 3072	 3328	0.021052
  256	 3072	 3584	0.021273
  256	 3072	 3840	0.021080
  256	 3072	 4096	0.021019
  512	 3072	  256	0.012283
  512	 3072	  512	0.015556
  512	 3072	  768	0.016240
  512	 3072	 1024	0.016106
  512	 3072	 1280	0.021060
  512	 3072	 1536	0.021251
  512	 3072	 1792	0.021399
  512	 3072	 2048	0.021045
  512	 3072	 2304	0.027824
  512	 3072	 2560	0.027587
  512	 3072	 2816	0.028962
  512	 3072	 3072	0.029987
  512	 3072	 3328	0.033072
  512	 3072	 3584	0.032781
  512	 3072	 3840	0.033148
  512	 3072	 4096	0.033475
  768	 3072	  256	0.015753
  768	 3072	  512	0.015993
  768	 3072	  768	0.021334
  768	 3072	 1024	0.020879
  768	 3072	 1280	0.021092
  768	 3072	 1536	0.027419
  768	 3072	 1792	0.027896
  768	 3072	 2048	0.028567
  768	 3072	 2304	0.032783
  768	 3072	 2560	0.032288
  768	 3072	 2816	0.034016
  768	 3072	 3072	0.043210
  768	 3072	 3328	0.046232
  768	 3072	 3584	0.048471
  768	 3072	 3840	0.047273
  768	 3072	 4096	0.043962
 1024	 3072	  256	0.016106
 1024	 3072	  512	0.016562
 1024	 3072	  768	0.021235
 1024	 3072	 1024	0.021064
 1024	 3072	 1280	0.027689
 1024	 3072	 1536	0.029504
 1024	 3072	 1792	0.032756
 1024	 3072	 2048	0.033440
 1024	 3072	 2304	0.042449
 1024	 3072	 2560	0.043171
 1024	 3072	 2816	0.047987
 1024	 3072	 3072	0.050109
 1024	 3072	 3328	0.053034
 1024	 3072	 3584	0.055149
 1024	 3072	 3840	0.059493
 1024	 3072	 4096	0.059322
 1280	 3072	  256	0.017924
 1280	 3072	  512	0.021170
 1280	 3072	  768	0.021347
 1280	 3072	 1024	0.027536
 1280	 3072	 1280	0.033016
 1280	 3072	 1536	0.032122
 1280	 3072	 1792	0.042103
 1280	 3072	 2048	0.044281
 1280	 3072	 2304	0.044584
 1280	 3072	 2560	0.052832
 1280	 3072	 2816	0.057642
 1280	 3072	 3072	0.061443
 1280	 3072	 3328	0.061765
 1280	 3072	 3584	0.080912
 1280	 3072	 3840	0.083562
 1280	 3072	 4096	0.090948
 1536	 3072	  256	0.017414
 1536	 3072	  512	0.021550
 1536	 3072	  768	0.027722
 1536	 3072	 1024	0.028567
 1536	 3072	 1280	0.033219
 1536	 3072	 1536	0.042915
 1536	 3072	 1792	0.043888
 1536	 3072	 2048	0.046442
 1536	 3072	 2304	0.057125
 1536	 3072	 2560	0.056798
 1536	 3072	 2816	0.061051
 1536	 3072	 3072	0.085796
 1536	 3072	 3328	0.088092
 1536	 3072	 3584	0.093254
 1536	 3072	 3840	0.097503
 1536	 3072	 4096	0.101755
 1792	 3072	  256	0.017028
 1792	 3072	  512	0.021125
 1792	 3072	  768	0.027932
 1792	 3072	 1024	0.032520
 1792	 3072	 1280	0.041337
 1792	 3072	 1536	0.044394
 1792	 3072	 1792	0.047602
 1792	 3072	 2048	0.056040
 1792	 3072	 2304	0.058678
 1792	 3072	 2560	0.077612
 1792	 3072	 2816	0.091641
 1792	 3072	 3072	0.093945
 1792	 3072	 3328	0.097963
 1792	 3072	 3584	0.104523
 1792	 3072	 3840	0.106463
 1792	 3072	 4096	0.106522
 2048	 3072	  256	0.016541
 2048	 3072	  512	0.021006
 2048	 3072	  768	0.030142
 2048	 3072	 1024	0.033459
 2048	 3072	 1280	0.042339
 2048	 3072	 1536	0.046019
 2048	 3072	 1792	0.054503
 2048	 3072	 2048	0.059121
 2048	 3072	 2304	0.079019
 2048	 3072	 2560	0.089009
 2048	 3072	 2816	0.100522
 2048	 3072	 3072	0.104916
 2048	 3072	 3328	0.106767
 2048	 3072	 3584	0.106465
 2048	 3072	 3840	0.108597
 2048	 3072	 4096	0.113804
 2304	 3072	  256	0.021471
 2304	 3072	  512	0.027389
 2304	 3072	  768	0.032481
 2304	 3072	 1024	0.041600
 2304	 3072	 1280	0.044985
 2304	 3072	 1536	0.055175
 2304	 3072	 1792	0.058040
 2304	 3072	 2048	0.078375
 2304	 3072	 2304	0.088937
 2304	 3072	 2560	0.106523
 2304	 3072	 2816	0.105330
 2304	 3072	 3072	0.111992
 2304	 3072	 3328	0.108328
 2304	 3072	 3584	0.117078
 2304	 3072	 3840	0.159432
 2304	 3072	 4096	0.159581
 2560	 3072	  256	0.021642
 2560	 3072	  512	0.028399
 2560	 3072	  768	0.033368
 2560	 3072	 1024	0.042859
 2560	 3072	 1280	0.052451
 2560	 3072	 1536	0.059014
 2560	 3072	 1792	0.078893
 2560	 3072	 2048	0.094521
 2560	 3072	 2304	0.097559
 2560	 3072	 2560	0.110426
 2560	 3072	 2816	0.106144
 2560	 3072	 3072	0.110414
 2560	 3072	 3328	0.113910
 2560	 3072	 3584	0.156450
 2560	 3072	 3840	0.164330
 2560	 3072	 4096	0.158125
 2816	 3072	  256	0.021715
 2816	 3072	  512	0.028987
 2816	 3072	  768	0.034125
 2816	 3072	 1024	0.044419
 2816	 3072	 1280	0.056659
 2816	 3072	 1536	0.060165
 2816	 3072	 1792	0.091089
 2816	 3072	 2048	0.100396
 2816	 3072	 2304	0.106050
 2816	 3072	 2560	0.106241
 2816	 3072	 2816	0.109734
 2816	 3072	 3072	0.115852
 2816	 3072	 3328	0.163134
 2816	 3072	 3584	0.163565
 2816	 3072	 3840	0.161881
 2816	 3072	 4096	0.161128
 3072	 3072	  256	0.021172
 3072	 3072	  512	0.029552
 3072	 3072	  768	0.043035
 3072	 3072	 1024	0.049882
 3072	 3072	 1280	0.060659
 3072	 3072	 1536	0.080784
 3072	 3072	 1792	0.093640
 3072	 3072	 2048	0.096690
 3072	 3072	 2304	0.114453
 3072	 3072	 2560	0.111916
 3072	 3072	 2816	0.109078
 3072	 3072	 3072	0.153975
 3072	 3072	 3328	0.167798
 3072	 3072	 3584	0.163344
 3072	 3072	 3840	0.162060
 3072	 3072	 4096	0.171529
 3328	 3072	  256	0.021789
 3328	 3072	  512	0.032484
 3328	 3072	  768	0.043621
 3328	 3072	 1024	0.056383
 3328	 3072	 1280	0.060052
 3328	 3072	 1536	0.085411
 3328	 3072	 1792	0.101260
 3328	 3072	 2048	0.113827
 3328	 3072	 2304	0.106674
 3328	 3072	 2560	0.108963
 3328	 3072	 2816	0.154803
 3328	 3072	 3072	0.161627
 3328	 3072	 3328	0.162496
 3328	 3072	 3584	0.174171
 3328	 3072	 3840	0.168295
 3328	 3072	 4096	0.222195
 3584	 3072	  256	0.022029
 3584	 3072	  512	0.033451
 3584	 3072	  768	0.046426
 3584	 3072	 1024	0.058488
 3584	 3072	 1280	0.079898
 3584	 3072	 1536	0.091401
 3584	 3072	 1792	0.096049
 3584	 3072	 2048	0.111477
 3584	 3072	 2304	0.110209
 3584	 3072	 2560	0.150137
 3584	 3072	 2816	0.164649
 3584	 3072	 3072	0.187704
 3584	 3072	 3328	0.171362
 3584	 3072	 3584	0.181273
 3584	 3072	 3840	0.217750
 3584	 3072	 4096	0.214736
 3840	 3072	  256	0.024294
 3840	 3072	  512	0.034003
 3840	 3072	  768	0.046052
 3840	 3072	 1024	0.057298
 3840	 3072	 1280	0.078846
 3840	 3072	 1536	0.095267
 3840	 3072	 1792	0.113320
 3840	 3072	 2048	0.109601
 3840	 3072	 2304	0.152485
 3840	 3072	 2560	0.173738
 3840	 3072	 2816	0.160940
 3840	 3072	 3072	0.163601
 3840	 3072	 3328	0.180093
 3840	 3072	 3584	0.234279
 3840	 3072	 3840	0.235958
 3840	 3072	 4096	0.218654
 4096	 3072	  256	0.023889
 4096	 3072	  512	0.034527
 4096	 3072	  768	0.048697
 4096	 3072	 1024	0.059969
 4096	 3072	 1280	0.089109
 4096	 3072	 1536	0.095606
 4096	 3072	 1792	0.116697
 4096	 3072	 2048	0.110609
 4096	 3072	 2304	0.156301
 4096	 3072	 2560	0.163569
 4096	 3072	 2816	0.163736
 4096	 3072	 3072	0.173933
 4096	 3072	 3328	0.213540
 4096	 3072	 3584	0.215720
 4096	 3072	 3840	0.229571
 4096	 3072	 4096	0.224061
  256	 3328	  256	0.013387
  256	 3328	  512	0.013040
  256	 3328	  768	0.016385
  256	 3328	 1024	0.016442
  256	 3328	 1280	0.017047
  256	 3328	 1536	0.017198
  256	 3328	 1792	0.017396
  256	 3328	 2048	0.017064
  256	 3328	 2304	0.022266
  256	 3328	 2560	0.022069
  256	 3328	 2816	0.022107
  256	 3328	 3072	0.022273
  256	 3328	 3328	0.022175
  256	 3328	 3584	0.022627
  256	 3328	 3840	0.022455
  256	 3328	 4096	0.022409
  512	 3328	  256	0.012967
  512	 3328	  512	0.016500
  512	 3328	  768	0.017347
  512	 3328	 1024	0.017198
  512	 3328	 1280	0.022306
  512	 3328	 1536	0.022352
  512	 3328	 1792	0.022678
  512	 3328	 2048	0.022378
  512	 3328	 2304	0.030036
  512	 3328	 2560	0.029547
  512	 3328	 2816	0.030088
  512	 3328	 3072	0.030813
  512	 3328	 3328	0.035171
  512	 3328	 3584	0.035264
  512	 3328	 3840	0.035630
  512	 3328	 4096	0.037772
  768	 3328	  256	0.017720
  768	 3328	  512	0.017214
  768	 3328	  768	0.022274
  768	 3328	 1024	0.022121
  768	 3328	 1280	0.022474
  768	 3328	 1536	0.029505
  768	 3328	 1792	0.030002
  768	 3328	 2048	0.030144
  768	 3328	 2304	0.033459
  768	 3328	 2560	0.035247
  768	 3328	 2816	0.035996
  768	 3328	 3072	0.046160
  768	 3328	 3328	0.050126
  768	 3328	 3584	0.047584
  768	 3328	 3840	0.050255
  768	 3328	 4096	0.050157
 1024	 3328	  256	0.018663
 1024	 3328	  512	0.018002
 1024	 3328	  768	0.022510
 1024	 3328	 1024	0.022283
 1024	 3328	 1280	0.029579
 1024	 3328	 1536	0.031225
 1024	 3328	 1792	0.033480
 1024	 3328	 2048	0.036431
 1024	 3328	 2304	0.045474
 1024	 3328	 2560	0.048799
 1024	 3328	 2816	0.054792
 1024	 3328	 3072	0.052855
 1024	 3328	 3328	0.059590
 1024	 3328	 3584	0.060952
 1024	 3328	 3840	0.062111
 1024	 3328	 4096	0.056957
 1280	 3328	  256	0.017436
 1280	 3328	  512	0.022248
 1280	 3328	  768	0.022543
 1280	 3328	 1024	0.029499
 1280	 3328	 1280	0.034548
 1280	 3328	 1536	0.033938
 1280	 3328	 1792	0.046209
 1280	 3328	 2048	0.047287
 1280	 3328	 2304	0.049374
 1280	 3328	 2560	0.056452
 1280	 3328	 2816	0.063230
 1280	 3328	 3072	0.062368
 1280	 3328	 3328	0.065637
 1280	 3328	 3584	0.086515
 1280	 3328	 3840	0.092586
 1280	 3328	 4096	0.095129
 1536	 3328	  256	0.017714
 1536	 3328	  512	0.022459
 1536	 3328	  768	0.029369
 1536	 3328	 1024	0.030846
 1536	 3328	 1280	0.035011
 1536	 3328	 1536	0.045255
 1536	 3328	 1792	0.047261
 1536	 3328	 2048	0.050401
 1536	 3328	 2304	0.062829
 1536	 3328	 2560	0.060137
 1536	 3328	 2816	0.059255
 1536	 3328	 3072	0.087754
 1536	 3328	 3328	0.095900
 1536	 3328	 3584	0.099383
 1536	 3328	 3840	0.107675
 1536	 3328	 4096	0.107771
 1792	 3328	  256	0.017812
 1792	 3328	  512	0.022611
 1792	 3328	  768	0.030058
 1792	 3328	 1024	0.033888
 1792	 3328	 1280	0.045240
 1792	 3328	 1536	0.048410
 1792	 3328	 1792	0.051084
 1792	 3328	 2048	0.057641
 1792	 3328	 2304	0.066250
 1792	 3328	 2560	0.085916
 1792	 3328	 2816	0.095607
 1792	 3328	 3072	0.097177
 1792	 3328	 3328	0.106964
 1792	 3328	 3584	0.106223
 1792	 3328	 3840	0.116331
 1792	 3328	 4096	0.113651
 2048	 3328	  256	0.017724
 2048	 3328	  512	0.022773
 2048	 3328	  768	0.031673
 2048	 3328	 1024	0.035689
 2048	 3328	 1280	0.046487
 2048	 3328	 1536	0.053093
 2048	 3328	 1792	0.057350
 2048	 3328	 2048	0.072106
 2048	 3328	 2304	0.089117
 2048	 3328	 2560	0.096558
 2048	 3328	 2816	0.102055
 2048	 3328	 3072	0.103022
 2048	 3328	 3328	0.115175
 2048	 3328	 3584	0.117583
 2048	 3328	 3840	0.120485
 2048	 3328	 4096	0.125283
 2304	 3328	  256	0.023290
 2304	 3328	  512	0.029323
 2304	 3328	  768	0.034605
 2304	 3328	 1024	0.045400
 2304	 3328	 1280	0.049764
 2304	 3328	 1536	0.056900
 2304	 3328	 1792	0.064496
 2304	 3328	 2048	0.095608
 2304	 3328	 2304	0.099554
 2304	 3328	 2560	0.104159
 2304	 3328	 2816	0.112927
 2304	 3328	 3072	0.116325
 2304	 3328	 3328	0.119171
 2304	 3328	 3584	0.116410
 2304	 3328	 3840	0.162157
 2304	 3328	 4096	0.167919
 2560	 3328	  256	0.023005
 2560	 3328	  512	0.030506
 2560	 3328	  768	0.035923
 2560	 3328	 1024	0.046696
 2560	 3328	 1280	0.059446
 2560	 3328	 1536	0.062791
 2560	 3328	 1792	0.086107
 2560	 3328	 2048	0.104055
 2560	 3328	 2304	0.103374
 2560	 3328	 2560	0.118286
 2560	 3328	 2816	0.113870
 2560	 3328	 3072	0.114964
 2560	 3328	 3328	0.117777
 2560	 3328	 3584	0.162186
 2560	 3328	 3840	0.181230
 2560	 3328	 4096	0.208022
 2816	 3328	  256	0.024201
 2816	 3328	  512	0.030964
 2816	 3328	  768	0.036838
 2816	 3328	 1024	0.050082
 2816	 3328	 1280	0.056498
 2816	 3328	 1536	0.066018
 2816	 3328	 1792	0.095164
 2816	 3328	 2048	0.102002
 2816	 3328	 2304	0.103461
 2816	 3328	 2560	0.113021
 2816	 3328	 2816	0.118629
 2816	 3328	 3072	0.119437
 2816	 3328	 3328	0.166813
 2816	 3328	 3584	0.199881
 2816	 3328	 3840	0.176685
 2816	 3328	 4096	0.187495
 3072	 3328	  256	0.024106
 3072	 3328	  512	0.032353
 3072	 3328	  768	0.046464
 3072	 3328	 1024	0.049741
 3072	 3328	 1280	0.058954
 3072	 3328	 1536	0.086310
 3072	 3328	 1792	0.101330
 3072	 3328	 2048	0.108412
 3072	 3328	 2304	0.114842
 3072	 3328	 2560	0.116498
 3072	 3328	 2816	0.116561
 3072	 3328	 3072	0.184414
 3072	 3328	 3328	0.176699
 3072	 3328	 3584	0.173741
 3072	 3328	 3840	0.176419
 3072	 3328	 4096	0.193454
 3328	 3328	  256	0.023833
 3328	 3328	  512	0.035819
 3328	 3328	  768	0.048332
 3328	 3328	 1024	0.056056
 3328	 3328	 1280	0.063636
 3328	 3328	 1536	0.092548
 3328	 3328	 1792	0.103862
 3328	 3328	 2048	0.114944
 3328	 3328	 2304	0.118936
 3328	 3328	 2560	0.122758
 3328	 3328	 2816	0.170438
 3328	 3328	 3072	0.186154
 3328	 3328	 3328	0.179729
 3328	 3328	 3584	0.178006
 3328	 3328	 3840	0.183117
 3328	 3328	 4096	0.249550
 3584	 3328	  256	0.022949
 3584	 3328	  512	0.035522
 3584	 3328	  768	0.049695
 3584	 3328	 1024	0.061209
 3584	 3328	 1280	0.084573
 3584	 3328	 1536	0.098474
 3584	 3328	 1792	0.119105
 3584	 3328	 2048	0.125530
 3584	 3328	 2304	0.120166
 3584	 3328	 2560	0.163356
 3584	 3328	 2816	0.173071
 3584	 3328	 3072	0.176633
 3584	 3328	 3328	0.180156
 3584	 3328	 3584	0.175597
 3584	 3328	 3840	0.240678
 3584	 3328	 4096	0.233792
 3840	 3328	  256	0.025886
 3840	 3328	  512	0.036845
 3840	 3328	  768	0.051813
 3840	 3328	 1024	0.062449
 3840	 3328	 1280	0.091233
 3840	 3328	 1536	0.105962
 3840	 3328	 1792	0.121350
 3840	 3328	 2048	0.118318
 3840	 3328	 2304	0.158991
 3840	 3328	 2560	0.179074
 3840	 3328	 2816	0.171124
 3840	 3328	 3072	0.174011
 3840	 3328	 3328	0.179388
 3840	 3328	 3584	0.239902
 3840	 3328	 3840	0.249882
 3840	 3328	 4096	0.237694
 4096	 3328	  256	0.025266
 4096	 3328	  512	0.037687
 4096	 3328	  768	0.051612
 4096	 3328	 1024	0.062883
 4096	 3328	 1280	0.101799
 4096	 3328	 1536	0.111892
 4096	 3328	 1792	0.117316
 4096	 3328	 2048	0.117634
 4096	 3328	 2304	0.167040
 4096	 3328	 2560	0.174309
 4096	 3328	 2816	0.174843
 4096	 3328	 3072	0.193794
 4096	 3328	 3328	0.244106
 4096	 3328	 3584	0.233744
 4096	 3328	 3840	0.234103
 4096	 3328	 4096	0.243225
  256	 3584	  256	0.014468
  256	 3584	  512	0.013812
  256	 3584	  768	0.017378
  256	 3584	 1024	0.017395
  256	 3584	 1280	0.018097
  256	 3584	 1536	0.018344
  256	 3584	 1792	0.019002
  256	 3584	 2048	0.018379
  256	 3584	 2304	0.024129
  256	 3584	 2560	0.023793
  256	 3584	 2816	0.023956
  256	 3584	 3072	0.024178
  256	 3584	 3328	0.024000
  256	 3584	 3584	0.024198
  256	 3584	 3840	0.024204
  256	 3584	 4096	0.024436
  512	 3584	  256	0.013726
  512	 3584	  512	0.016670
  512	 3584	  768	0.018287
  512	 3584	 1024	0.018154
  512	 3584	 1280	0.023894
  512	 3584	 1536	0.022670
  512	 3584	 1792	0.024269
  512	 3584	 2048	0.024418
  512	 3584	 2304	0.031566
  512	 3584	 2560	0.031683
  512	 3584	 2816	0.032227
  512	 3584	 3072	0.033949
  512	 3584	 3328	0.037888
  512	 3584	 3584	0.040275
  512	 3584	 3840	0.039251
  512	 3584	 4096	0.038825
  768	 3584	  256	0.018192
  768	 3584	  512	0.018168
  768	 3584	  768	0.022646
  768	 3584	 1024	0.024101
  768	 3584	 1280	0.024261
  768	 3584	 1536	0.031293
  768	 3584	 1792	0.032138
  768	 3584	 2048	0.033800
  768	 3584	 2304	0.037945
  768	 3584	 2560	0.038176
  768	 3584	 2816	0.039835
  768	 3584	 3072	0.051968
  768	 3584	 3328	0.053709
  768	 3584	 3584	0.054825
  768	 3584	 3840	0.055423
  768	 3584	 4096	0.053399
 1024	 3584	  256	0.019327
 1024	 3584	  512	0.018467
 1024	 3584	  768	0.024428
 1024	 3584	 1024	0.024792
 1024	 3584	 1280	0.031736
 1024	 3584	 1536	0.033697
 1024	 3584	 1792	0.036731
 1024	 3584	 2048	0.039928
 1024	 3584	 2304	0.049403
 1024	 3584	 2560	0.051931
 1024	 3584	 2816	0.058778
 1024	 3584	 3072	0.058891
 1024	 3584	 3328	0.061177
 1024	 3584	 3584	0.060235
 1024	 3584	 3840	0.068017
 1024	 3584	 4096	0.063318
 1280	 3584	  256	0.018403
 1280	 3584	  512	0.024193
 1280	 3584	  768	0.024337
 1280	 3584	 1024	0.031489
 1280	 3584	 1280	0.034814
 1280	 3584	 1536	0.037906
 1280	 3584	 1792	0.048823
 1280	 3584	 2048	0.051564
 1280	 3584	 2304	0.054397
 1280	 3584	 2560	0.060133
 1280	 3584	 2816	0.060233
 1280	 3584	 3072	0.070253
 1280	 3584	 3328	0.066803
 1280	 3584	 3584	0.094454
